review,star
관람객우리는 이토록 완벽한 타인들!  ,10
영화 끝나고 배우들 이름 자막 정말 간단하게 올라가는데 수십명 배우들 나오는 영화보다 더 재밌었다는것에 또 한번 감탄 !!  ,10
유해진 진짜 연기 잘하시고 개웃김 ㅠㅠ  ,10
관람객웃음포인트는잇엇지만 완벽함은 모르겟네요ㅎㅎ 지루함도잇고  ,6
관람객색다른 소재..공간적 제약..보는내내 긴장감..  ,8
관람객배우들 연기가 너무좋고 스토리도좋도연출도좋고 그냥 다좋았다~~  ,10
꿀잼이다. 얼굴 주사 맞아서 웃으면 안됬는데 어쩔수 없었다. 본걸 후회하지만 너무 재밌잖아...  ,10
저는 보통이였어요 그러나 여러생각을 하게 하긴 했어요~서로에게 비밀을 인정해주는것이 좋을지 아니면 비밀 없이 오픈하는게 좋은지 암튼 찔리는 사람도 있을것이고 싸우는 사람도 있을듯  ,7
또보고싶다 조진웅에서 딸로 한번 여자로 한번 두번울고 유해진에서 웃겨서울고  ,10
관람객최고의 무서움은 김지수였다  ,8
관람객사람은 누구나... 비밀이 있다.  ,9
관람객소리없는 아우성. 시간이 흐를수록 또렷해 지는 현실- 짜임새가 제대로 된 영화  ,10
정말 괜찮은 영화....  ,10
관람객보는 사람들로 하여금 불편함을 주는 영화. 그래서 잘 만들었다. 우리의 사회가 이렇다를 직시하게 해준 영화  ,8
관람객재밌게 잘봤습니다~~~~  ,10
간만에 신선하고 재밌는 영화 였음  ,9
너무재밋었지만 왠지모르게 슬펐던 영화에요  ,10
올해 본 영화 중 가장 재미있었습니다!  ,10
관람객볼만했다 웃는 요소도 많고 나에대해 다시 생각도 하게하는 영화  ,10
이서진 커플 마무리가 마음에 안들어서 별반개 뺌. 현실에 있을 쓰레기들 결말도 그렇게 될까봐!진짜 배꼽잡으면서 본영화 10년만에 처음인듯...정말 깔끔하게 잘 그려낸 영화임!!!최고!!!  ,9
관람객앞에서는 아무렇지 않은척 대했겠지.그런데 눈빛으로 이미 상처받았을꺼야하나 하나 공감되고 주옥같은 대사때로는 비밀이 더 많은 것을 지킨다.  ,10
정말 지루한 장면없이 정말 재밌어요!  ,10
소름끼치는 영화. 요새한국영화중 이만큼 완벽한영화가있었나싶다 역시 영화는 돈이아니고 창작예술  ,10
OOO존잼 이건 두번보세요 세번보세요 웨않봐요. 연기력이 뭔지 보여주는 거예요 빌라 하나에서 촬영하는데 거기서 1000만 뽑아낼듯. 그리고 단순히 그냥 웃겨서 재밌는게 아니라 끝날때는 생각도 많아져요 좋은 영화인듯! 제가 저번주에 창궐봐서 더 좋았어요  ,10
재미도 없고 감동도 없고이서진이 너무 안 어울려서 손발 오그라듬  ,1
억지로 이야기를 만들어가네  ,4
웃긴건 잘 모르겠다 평점이 이렇게 좋은것도 왜인지 모르겠다 찜찜하고 생각이 많아지게하는 영화  ,2
그냥 별 딱 두개만큼만...상황적인 웃음이었지 진심으로 재밌다고는 추천 못해요...여운이 안남는 가벼운 영화.  ,4
관람객생각보다... 많이 단조롭고 영화 포스터에 보여주는게 진짜 영화 내용 전부 여서 충분히 예상가능한 줄거리 이긴 한데... 배우들 연기력 으로 봤어요 큰 기대 하지는 마시길..  ,8
올해 본 영화중에서 제일 재미있었습니다. 배우님들 연기 쵝오~~~  ,10
기대안하고 갔다가 재미있게 잘봤어요 ㅎㅎㅎ  ,10
"관람객컨저링보다 무섭고,  세얼간이보다 웃긴데 생각보다 묵직하다  ",9
신랑이랑 한바탕 웃고 왔습니다.재밌네요.영화속 조진웅 멋짐~  ,10
관람객유쾌해요 결론은믿을사람하나없다  ,10
지려부렸다 진짜 아무말하지말고 보세요  ,10
영화관에 있는 사람들과 한마음 한 뜻으로 웃었습니다  ,10
관람객완벽한 타인은 없다=완벽한 자신은 없다  ,10
우와 갸꿀 졸잼 연기쩔 미묘한 감정 표현 대박  ,10
이야기 구성 자체가 탄탄해서 영화가 맛깔남  ,10
아짱나게 히타틀지마세요 웃다땀나니깐 ㅡㅡ  ,10
나도 웃긴 웃었는데 그건 박민수씨 때문이었고.. 그냥 결혼하기 싫어진 영화  ,2
외설과 희화를 구분 못하는 답답한 상처 이야기  ,5
놀랍지만 있을법한 이야기.자연스런 전개. 내내 톡톡 튀는 유머. 재미와 깨달음 둘다 있다. 배우ㆍ감독 모두 칭찬할 만하다  ,10
관람객애셋달린 유부녀라 그런가 감정이입이되더군요.. 결국은 가정을 지키자인데 몰라도 될 사실까지는 몰라도 되는걸까요  아님 알고 끝장을 봐야할까요? 제입장에서는 그런 질문을 던지는거같네요  ,10
핸드폰 확인해야 할 만큼 불안하고 못 믿겠으면 이미 끝난 관계  ,8
보시면 압니다.왜다들칭찬하는지.근래에 본 영화중 최고입니다.  ,10
우리가 평소에 잘안다고 생각햇던 사람들도 전부다 완벽한 타인이라는 것을 인지시켜준영화  ,10
관람객서로간 적당한  간격과 비밀은 필요하다는걸 일깨워준 영화  ,8
너무재밌지만 씁쓸하고 생각이많아지는영화  ,10
관람객블랙코미디와 많은걸 생각하게하는 그런 영화  ,10
정말 신선했어요 연기들도 좋고  ,10
재미도 있고 인간에 대해 철학적으로 볼 수 있는 시각을 제공하는 영화입니다.  ,10
아놔 평론가 스포를 하면 어떡해 미친거아냐??저것좀 어떻게 해봐요  ,8
"가장 가까운 타인을 생각하게 만드는 영화. 적절한 핑퐁과 적절한 긴장감, 적절한 웃음포인트가 아주 좋은 영화임. 사람관계가 휴대폰으로 어디까지 갈수있는지 보여줌.  ",10
캐릭터에 맞게 섭외 잘한것같고..넘 재밌게 봤어요..  ,10
관람객안보면 서운 할거예요  ,4
스릴러보다 더 스릴있는 영화!!  ,10
정말 배우들 출연료만 주면...ㅋㅋ  돈 많이 안들어도 성공할 수 있겠다는....웃다가 심각했다... 생각도 많이 하게 되고... 기혼자들이 볼만하네요...  ,8
관람객멋진 쫄깃쫄깃한 식감의? 영화  ,10
진짜 올해 최고의 영화다  ,10
웃다 숨넘오갈뻔. 꼭 극장에서 사람들과 같이보세요 ㅋ  ,10
지극히 현실적이지만 실제론 그다지 현실적이지는 않은 그러나 사람사는 이야기  ,10
ㅋㅋㅋ 완벽한웃김 대박  ,10
영화보는 내내 배우들이 참 신나보였다. 저 판에 꺄서 같이 놀고 싶다는 생각마저 들더라..!  ,10
"누구나 숨기고있는 비밀을 적나라하게 드러내는 블랙코미디. 너무 많이알면 먹을거 하나도 없다는 말, 인간관계에서도 마찬가지다.  ",10
관람객오랜만에 실컷 웃으며 영화봤네요  ,10
처음으로평점남긴다 두번봐라  ,10
올해 최고의 영화ㅠㅠ한참 웃기도하고 저도 다시 한 번 생각하게 되는 영화네요  ,10
최고였어요 근래 본 영화중 역대급  ,10
관람객핸폰은 절대 공유해선 안될물건이군요믿고보는배우들의 연기도 좋았습니다  ,10
관람객정말 재미있게봤습니다  ,10
"배우들 연기도 호흡도,연출도,스토리도 좋은 메세지 호소력도 있는 오랜만에 가벼우면서도 무거운 좋은 영화였어요~! 나에게 공개적인 삶이 있고 개인의 삶이있고 비밀의 삶이 있다는 말이 참 무섭습니다  ",10
관람객이거보고 여자친구가 이상해졌습니다  ,10
관람객최고로 재밌었어요 정말  ,10
존잼... 영화관에서 사람들이 이렇게 박장대소 하는거 처음봄..  ,10
관람객진짜 개꿀잼 진짜로 ㅋㅋ  ,10
진짜 최고네요.... 정말 최고입니다... 2시간 순식간에 갑니다 진짜 최고!!!  ,10
진짜 드립 너무 재미있고 재미와 동시에 공포? 약간의 긴장감까지 주는 영화라 너무 재미있었다  ,10
올해 본 영화중에 제일 재밌게봤어요 ㅎㅎ배우분들 연기는 진짜 빠져들수밖에 없었고 지루할 틈이 없던 영화였어요 방금보고왔는데 또보고싶네요 완-전 최고입니다 !!!!  ,10
깔깔거리며 봤어요 ㅋㅋ  ,10
방금 보고왔다..그냥봐라 후회없다...올해최고였다..특히 염정아 연기잘하더라 웃음과 교훈2개다얻는다  ,10
"기대안하고 봤는데, 간만에 크게 웃었다.  ",10
관람객웃기면서 한편으론 씁쓸한영화  ,10
관람객웃음포인트도 많았고 재미있던 영화 ! 인간관계에 대해 한번 더 생각해보게 됐고 너무너무 적나라 하게 묘사한것같아서 아 그래 저런경우도 상황도 존재하겠구나 둘러보면 있겠구나 하고 생각했다 별의별생각이 다 드는 영화!  ,10
또보고싶다 이영화최고  ,10
관람객굳굳굳 미장센이 돋보인 영화  ,10
내내 웃다왔네요.영화끝나고 나오는데 너무 웃어서 머리가 아플지경.  ,10
결혼한 부부라면 꼭~~~ 보라고 권해주고픈 많은 의미를 주는 멋진 영화3가지 내가 있다는것에 백퍼 공감~~~최근에 만난 영화중 가장 가슴 깊숙히 와닿는 영화부부들~~꼭 한번 보세요♡  ,10
관람객유해진의 연기는 믿고 볼만하다!!  ,10
정말 재미있다..최근에 본 영화 중 최고  ,10
말이 필요없는 명작이다  ,10
관람객진찌 최고! 연기도 연출도 감독의 의도도!!  ,10
너무 재밌게 봤어영 10점 줘야해영어떻게 이런영화를 만들쥬..  ,10
관람객보는내내 빵빵터지는데 다보고나면 찝찝함  ,10
넘재밌었어요 배우들의명연기가 대박  ,10
진짜 영화보면서 이렇게 웃은건 처음  ,10
완전 최고재미남!!수년동안 본 영화중 최고 웃음을 준 영화임  ,10
"초반엔 지루하고 비현실적이란 생각이 들어서 재미가 떨어졌는데 게이때부터 웃기시작해서마지막에 상상이였다는걸 알게되고 나니잘만든영화란 생각이 들었습니다.마지막 공적인, 개인적인?,비밀적인 3가지 삶이 와닿네요  ",8
관람객근 오년중 본 한국영화중에 가장 재밌었던거 같아요  ,10
진짜 주변누구에게나일어날수있는일  ,10
너무재밌다 공감도되고 뭔가 얻어가는기분  ,10
중년의 나이라면 영화를 보고 한번쯤 돌이켜 봐야할 비밀에 대해 생각하게 하는 영화. 30대후반부터 관람 추천합니다.  ,9
"관람객웰메이드 블랙코미디!! 우리나라에서 이런 영화가 나왔다니,  ",10
관계에 대해 다시 생각하게 하는 영화  ,10
사십대또는 유부들은 공감될..이야기.안정된연기.그리고 유머.  ,10
관람객두번 보세요 세번 보세요 퓨ㅠㅠㅠ  ,10
관람객많은 생각이 들게하는 현실영화인거 같아요!!그 와중에 유해진씨가 재미를 살렸고조진웅씨는 멋있었어요!!  ,10
관람객핵꿀잼! 다시보고싶은 영화에요 스릴 넘침  ,10
완벽한 타인 개꿀잼 ㅋㅋㅋ 오랜만에 개막장 개꿀잼 현실적 영화 봤다 굿 ㅎㅎ  ,8
ㄹㅇ 이 영화 약 빨았다ㄹㅇ 웃기다ㄹㅇ 감동도 살짝 있다ㄹㅇ 각본 좋아ㄹㅇ 연기 좋아 배우들의 연기 너무 좋아ㄹㅇ 연출 연기 스토리 구성 다 최고다이 영화 강추합니다.  ,10
진짜 최근 한국영화중에 최고  ,10
"재미있긴했지만 뭔가 오글거린 장면도 많았고 결국 불륜이며 해결 못한 문제들... 좀 어색,  ",6
"재미있긴했지만 뭔가 오글거린 장면도 많았고 결국 불륜이며 해결 못한 문제들... 좀 어색,  ",6
진짜 개웃다가나왔네 57세 키티할매  ,10
처음으로 별점주고 리뷰줘본다 ..영화가 주고자하는 메세지도 쉽게 알 수 있고진짜 엄청 웃으면서 봤던 영화임 강추  ,10
관람객한국영화의 신기원을 여는 혁명적인 영화라고 생각. 보는 내내 소름^^  ,10
ㅋㅋㅋ꼭 보세영ㄷㄷㄷ  ,10
ㄹㅇ 너무 숨막히게 재밌었음..  ,10
너무재밌습니다. 여자친구랑 잘봤습니다  ,10
"관람객볼때는 재밌게봤는데,뭔가 씁쓸하네요ㅋ  ",10
"올해 본 영화 중 최고다... 연출,각본,연기 다 완벽하다!!!!  ",10
모든사람들의 현실이다  ,10
믿었던 남편의 사생활이 궁금해지게하는 이 찝찝한 기분 ㅋ  ,9
불편하지만 공감가는.  ,10
몇년간본 한국영화중최고엿음  ,10
관람객매 순간순간이 나도 모르게 감정이입이되어아찔했던 영화  ,10
관람객재밌고 내용이 좋네요 ^^  ,8
진실이 누구에게는 송곳처럼  ,9
진짜 유해진 겁나 웃김 ㅋㅋㅋㅋ  ,10
"유해진 하드캐리 + 이서진, 조진웅 연기력  ",10
올해들어 가장 재미있게 본 영화! 강추합니다  ,10
관람객영화관에서 이렇게 웃어본게 처음이네요 여운이 계속 남아 생각을많이하게 만드는 영화입니다유해진 염정아 커플 어쩔..ㅎㅎ암튼 최고! 또 보러가고프네요  ,10
웃긴데 정말 갑분싸의 연속이었다 ㅋㅋㅋㅋ 내가 다 진땀을 흘릴정도ㅋㅋㅋㅋ  ,10
"관람객연기력뛰어난 배우들이 이루어내는 캐미때문에빵빵터지고, 공감도되면서, 긴장감도 함께하는영화. 살아가면서 사람간의 사이를 잘묘사하엿으며 신선하다. 살짝 찔리는면도잇엇음.안찔리는사람별루없을듯.내가듣는얘기가 진실이아닐수잇으며 내가한얘기가 진실이아닐수잇음  ",10
눈물나게 웃고 지루할틈없었다 배우들연기최고  ,10
그냥 보세요. 해 줄 수 있는 말은 이게 다에요.  ,10
"사람은 누구나 세개의 삶을 산다 . 공적인 삶, 개인적인 삶, 비밀의 삶 ...  ",10
이런 영화가 앞으로 많이 나왔으면 좋겠습니다:)  ,10
실컷 웃으면서 봤습니다.  코미디영화는 웬만하면 영화관에서 안보는데 보기 잘했네요ㅋㅋ  ,10
웬만한 스릴러 못지않게 긴장되고 코미디답게 완전 미치게 웃기고 웃긴데 또 여러 생각이 들게하는 영화에요! 배우들의 합이 완전 대박 꼭 보세요!!  ,10
주변에 적극 추천 할거에요 진짜 재밌게 봤어요  ,10
보는내내 도깨비 파국이다.. 만 생각했음진짜 유해진씨 연기 대박입니다 ㅠㅜㅠㅠ꼭보세요 영화관에서 제대로 웃은건몇년만인거 같네요  ,10
두번 봐도 괜찮을듯한 영화  ,10
관람객월식과 열린결말 설정 탁월  ,8
관람객스토리 연기 모두 너무 좋았습니다억지스럽지 않고 신파1도 없어서 너무 좋았어요  ,10
오래 가고싶은 관계는 적당한 거리를 두는게 필요하다는 교훈을 얻었네요. 이탈리아 원작 영화도 보고싶어집니다.  ,10
관람객예상한 것보다 즐겁게  감상했다...킬링타임용으로도 괜찮았고 아무튼  여러모로 생각을 많이하게 한 영화였다....  ,10
"너무 완벽한 영화였다, 쓸데없는 배우 끼워팔기도 없고 담백 그리고 메시지로 관객 통수 때려버리는 매운 맛까지... 극장에서 다같이 시원한 예능과 다큐를 한번에 본거같은 기분이다. 그러나 행복해보이는 커플에게는 비추다. 그렇다  ",9
두시간동안 한편의 연극을 본 것 같아요.. 배우들이 내앞에서 살아숨쉬는 듯한... 집중해서 봤어요.. 한명한명 심리속으로 들어가는 기분이에요~  ,10
관람객웃기고 감동도있고 보는동안즐거웠다  ,10
진짜 웃기고 소름돋고 어둡고 이 모든게 한 공간에서 이루어지다니ㅋㅋ어제 오늘 두 번 봄  ,10
"진짜 개꿀잼 이건 댓글알바써도 ㅇㅈ한다 제작비 얼마안쓴거같은데 진짜 이제껏 한번도 댓글안남겨봣는데 오늘하루 너무 웃어서 그 감사함에 댓글남겨요 ,, 최고  ",10
굳!! 꼭보세요 돈 아깝지 않음~  ,10
지렸습니다 진짜재밌어요  ,10
살면서 처음 평점남겨요진짜 웃다가 호흡고르는정도 진짜웃기면 눈물난다는게 사실이었어요 너무웃겨요 재밌어요편한 동성이랑 봐야할거같아요 19코미디라서  ,10
1. 짜임새 완벽하네요.2. 영화 제작 비용 거의 안 들었겠어요.. 많이 들어봐야 음식 값 한 30-40만원 들었으려나요~3. 배우들 연기 매우 매우 좋으네요.4. 굉장히 유쾌하고 많이 웃었네요.5. 생각할 거리를 남겨두어 여운이 남네요..  ,9
개봉 하자마자 보러갔는데 진짜 너무 재밌어요ㅠㅠ 보는 내내 사람들 웃음이 거의 안끊겻고 마지막에 반전아닌 반전도 있어요! 믿고보는 유해진이라고 하면서 친구랑 가벼운 맘으로 봤는데 진짜 재밌어요  ,10
"편하게 보고 끝나고 나서는 생각을 많이 하게끔 하는 영화, 유머도 놓치지 않았다.  ",10
관람객내내 웃으며 보지만 가볍지 않은 영화  ,8
주변에서 여자친구와 보러가지 말래서 고민스러웠는데 더 사이가 좋아졌어요!!! 사랑해 ♥  ,10
커플이나 부모님이랑은 안보는게 좋겠어요혼자 보는거 강추 아니면 동성친구들이랑용결말까지 너무 완벽했고 정말 무서운장면없이 웃기지만 너무 무서운영화예요오래 기억날것같네용... 반전에반전에반전린영화 정말재밋게봣습니당  ,10
지루하지않고 재밌었음 중간중간 웃긴장면도 있고 가볍게 보기좋았음  ,9
관람객관객들 웃음 소리에 대사가 안들릴정도로 재밌었다 소소한 웃음 거리 사이에 존재하는 미묘한 긴장감이 눈을 뗄수 없게 만든다 마지막 엔딩 처리도 잔잔하게 생각 많아지게 한다  ,10
아는게 힘인가 모르는게 약인가진실게임 함부로 하는거 아니다 팩트체크는 적당히!  ,8
완벽한 결말이오오오오  ,10
코믹하고  나름 생각하게 만드는 영화  ,8
집에서 식사할때랑 집에 갈때랑 순간 헷갈린거 나만 그런거임?  ,10
재밋어용 결말도 나름 신선하고 ㅎㅎ  ,7
아 진짜 OO때까지 웃은듯  ,10
대박! 재미! 희노애락을 모두 느낄 수 있다.  ,10
실컷 즐기며 돌아보게되는 드라마  ,10
관객들이 다 웃어서 나도 눈치 안보고 웃고 본 영화  ,10
영화도 지루하지않게 어떻게 시간이 간줄 몰라쑴영화가 끝나구 나서 흐뭇한 미소도 찝찝함도 남아쑴 ㅋㅋ여튼 재미쑴  ,10
요즘  본 영화중에  젤  잼나요. 크게  웃으며 봤습니다~^^  ,10
관람객너무 재밌어요 특히 유해진씨 최고 원래 팬이었는데 이번 영화로 더 팬이 됐어요  ,10
짱짱잼. 진짜 핵꿀잼. 많은걸 돌아보고 느끼게 해주네  ,10
관람객시간이 흘러가는지 모르고 봤고 끝나지 않았음 하는 영화였습니다 공포영화같기도 코미디영화같기도 가족영화같기도 정말 재밌게 봤어요 꼭 보세요 진정 갑분싸영화ㅋㅋ  ,10
억지로 웃긴다는 느낌?  ,8
강추! 사람들모두 빵빵터졌다^^ 꼭 봐야하는영화~~  ,10
와 진짜 재밌음 꼭 보세요  ,10
완전 강추에요!!! 지루한 부분이 하나도 없고 돈이 하나도 아깝지 않았어요 완전 반전에반전에반전 이었어요 완벽한타인 대박나길 바래요!!!  ,10
관람객내용은 너무 좋고 잼있었어여마지막이 약간 씁쓸햇을뿐~~  ,8
관람객정말 진짜 배꼽 잡으면서 웃고 감정이입하고 몰입되고 좋은 작품이였다.보고 영화관에서 박수치고 배꼽잡고 너무 즐거웠습니다.  ,10
오랜만에  재미있는 영화를 봤네요  ,10
관람객재밌어요~@^:-:-:  ,9
이서진이 생각보다 양아치로 나와서놀랬어요ㅋㅋ  ,8
오랜만에 영화관에서 자지러졌네요. 재밌어요~!!  ,10
그냥 미쳤다 .. 2시간동안 웃고왔다  ,10
너무 재밌었어요!! 올해 본 영화중에 젤 웃겼음ㅋㅋㅋ  ,10
관람객진짜 너무 재밌었다 ㅋㅋㅋ남  ,10
"박장대소하며 웃긴 처음이었다 ㅋㅋ 에필로그형식으로  한문장이 생각을 많이 해보께끔한다   ""사람은 누구나 세가지 인생을 산다""  ",9
누구나 한번쯤 상상 또는 얽혀있을 이야기  ,10
관람객너무 재밌게봤어요 배우들 연기도 좋고 이렇게 저예산으로 빵빵터지는 영화 오랜만에 본것같네요  ,10
앉아서 웃기만 하다가 다보고 나와선 친구랑 신나게수다떨 거리가 많았다. 재미지다!!  ,10
관람객좋습니다? 좋아요?요오?? 아마두요?욯ㅎ?? ~~  ,8
그냥 대박입니다ㅋㅋ 심리적이면서도 재밌고 진지할땐 진지하고 여러가지뜻이 담겨있는 영화입니다 강추!  ,10
존잼...소재가 좋아요  ,10
기계를 통해 인간의 모습이 내면과 다르다는걸 알게됐어요...  ,10
관람객내 주위의 사람들에 대해 생각하게 되는 영화~유쾌하고 많은 생각을 하게 되네요  ,10
관람객웃다가 후반부에 뼈맞았네요  ,10
관람객감동 재미 교훈을 얻을 수있는 영화!  ,10
관람객Good 이에요 ㅋㅋㅋ  ,10
이서진  간지나게  연기하더라ㅎ  ,10
관람객와 진짜 재밌다... 미침ㅋㅋ  ,10
관람객정말재미있었다라고말한다  ,10
재미있어용 ㅋ생각보다 더  ,10
관객들 다같이 빵빵터진 영화 진짜 오랜만이다  ,10
관람객직관적으로 재밌던 영화  ,8
이서진 이 농약같은 머스마... 이서진이 찰지게 욕 질러주는 거 보고... 팔자에도 없는 이서진빠 되서... 극장 나오니 이서진 생각만 나네... 나쁜 남자한테 빠지면 약도 없다는 게 이런 거였나 휴~  ,10
관람객웃느냐 배꼽빠짐 유해진 진짜최고임  ,8
"7명 주인공의 심리묘사와 사실적인 상황, 뛰어난 연기력에 틈새 웃음 포인트까지..맘에 들지 않는 설정도 있지만 너무 현실적이라 어쩔 수 없네요.  ",10
굳입니다 너무재미잇어요 또보고싶네요  ,10
영화보면서 이렇게 웃어본적 없었던거같아요 보통그냥피식거리는정도거나1~2초 웃거나 남이웃으니까 나도 웃음포인트에서 웃는정도인데 이거는정말 옆사람 때리면서 봤어요ㅋㅋㅋㅋ 진짜 웃겻어요  ,8
너무웃겼어요 ㅋㅋㅋ 연기를 다들 너무 잘해서 몰입이.. 소재도 공감되구요  ,10
연기도 좋고 영화의 전개방식이나 공간 신선했고 시간이 금새 지나가는 영화네요  ,10
관람객진짜 재밌습니다!!ㅎㅎㅎ추천합니다!ㅎㅎ  ,10
관람객꼭 보세요! 재미있습니다!  ,10
관람객최고재밋습니다 강추요  ,10
관람객보는내내 흥미진진한 영화  ,10
영화 정말 쵝오다평점 처음  써본다  ,10
관람객진짜 영화관에서 배꼽 빠지게 웃엇어요너무 재밋어오  ,10
관람객제한된 촬영장소였지만 독특한 소재와 재미로 끝까지 집중하게 만들었다  ,9
"보다보면 빵빵 터진다. 3시 영화라 사람이 적었지만,  남녀노소(성인이상), 커플&싱글을 불문하고, 소리내서 웃었다. 초반에 이서진의 '성'인 연기 시작이 조금 부자연스러웠지만, 낯설어서 그랬던듯. 끝까지 오묘한 현실적인 이야기를 풍자하며 보여준다.  ",9
웃기만한것같아요 배우들 연기짠  ,10
영화관에 웃음이 끊이질않는다  ,10
관람객재미있는 구성.. 다들 뜨끔할 정도로 공감가는 내용이네요^^  ,10
완전빵터집니당ㅎㅎㅎ  ,10
VOD용이에요.재미는 없진 않아요  ,8
"관람객정말 연기와 각본으로 2시간 가량이 흘러가는지도 모르고 봤다. 친구도 부부도, 결국 우린 모두 타인이라고. 제대로된 블랙코미디. 다만 아쉬운 1점는 너무 남자역할이 비교적 많이 비판적으로 그려졌다는 점. 여성의 입장에서 보고나면 결혼하기 싫어진달까.  ",9
굉장히 영화내내 흥미진진했구..연기자들의 연기 역시 기대에 부응하네요~~  ,10
관람객재밌었어요~좋은배우들을. 한꺼번에. 많이보게되서 좋내요~  ,8
관람객사람 못믿게 되는영화 ㅋㅋㅋ 잘봣슴다  ,10
"오랜만에 생각없이 웃으면서 보다 공감하다콕 찝어준 현실에 괜시리 씁쓸해지며, 나와 주변인들을 되돌아보게됨.연기도 굿이고 내용도 지루함1도없었음.우리모두는 완벽한타인~!공감!!  ",10
"화려한 액션, CG 없었지만 재밋었어요~  ",9
보려했던 영화가 시간이 맞지 않아 대충 선택해서 본 영화인데 처음부터 끝까지 재미있게 봤습니다.  ,10
출연진도 대박인데 시나리오 및 연출이 돋보이고 가족끼리 연인끼리 친구와 즐겁게 보실 수 있능 거네요  예매 강추 ^^  ,10
정말 잘 만든 영화. 잘 봤습니다.  ,10
관람객대박!!!너무너무 잼있었어요~~~^^*  ,10
관람객올해 본 영화중에 제일 잼나는 영화  ,10
오늘 조조로봤다 인간의3가지 인격 기가막히다  ,10
상당히 심오하고 고퀄이다  ,10
최고에 영화 지금 상영영화중 제일 재밌게볼수있는영화돈이 아깝지않다 가족들과봐도 재밌는영화 적극추천합니다 올해 최고영화인듯합니다  ,10
오랜만에  정말 마음에드는영화~~~~  ,10
진짜 너무 재밌어요!! 아 그리고 여운도 남고요..  ,10
한국 코미디는 참바다형 원탑임  ,10
관람객올해 본 영화중 제일 재미있었음 강추  ,10
관람객꿀잼입니다. 정말 재밌는 연극 하나 보는 것 같았어요. 옆에 친구랑 깔깔 웃었는데 되도록 연인말구 친구랑 보는거 추천해요  ,10
관람객웃기고 보기 좋으나 뭔가 찝찝한 기분  ,6
관람객블랙코미디중 최고인듯  ,10
다모 감독님... 이번에 대박 터트렸네요.... ^^  ,10
한국에도 이런영화가 나오다니  너무 반갑다  ,10
조진웅 유해진은 범죄영화에서만 봐서 이 영화를 보니까 오묘함ㅋㅋㅋ 쨋든 꿀잼  ,10
배우들  먹성 엄청 좋은듯  ,10
관람객잼나서  낄낄거리며 봤어요  ,8
영화대부분의 시간이 한 장소에서 거의 이루어 졌음에도 불구하고 웃음코드가 세련되게 잘 나와서 재밌게 웃으면서 봤습니다~  ,10
뉴스에도 무섭고 안 좋은 소식들만 가득하고 개인적으로도 스트레스 받는 일이 많았는데 오랜만에 맘편히 웃고 힘이 나는 영화네요. 앞으로도 자극적인 범죄영화보다 이런 영화들이 많아졌음 하는 바람이예요.  ,10
관람객그냥 가볍게 보기 좋은 영화 ㅋㅋ난솔직히 재밌던데 ㅋㅋ 유해진 부분에서 진짜  웃김  ㅋㅋㅋ콜라뿜을 정도  사람들진짜그냥 아무생각없이 웃고싶으면 보셈  ,8
동성애는 선천적일 수도 있고 후천적일 수도 있지만 동성애자의 뇌는 구조적으로 일반 동성들과 다르다는게 의학적으로 밝혀진 사실입니다.  ,8
관람객설정이 작위적이었고 딱 평일저녁안방감성  ,6
쓸때없는 블록버스터보다 이런 참신한 영화가 백배 낫다  ,10
알바풀어서 9점넘긴 영화 본적있음? 1점준애들이 비정상인거임~~ 내주변에 있을까 두렵네 얼마나 재미없는 인간일까  ,10
관람객유해진염정아 대박상영내 꽉차게 잼있었음  ,8
정말 ㅋㅋㅋ배경 식탁에서 밥먹는거하난데 연기로 이런작품을 만들어낸게 대단하다고 느껴질뿐..영화관 쉬지않고 웃음소리 나옵니다 ㅋㅋㅋㅋ꼭보세요  ,10
아..유해진..너무웃어서 얼굴땡김  ,10
관람객재미도있고 생각을 가져볼 수 있는 영화였다.  ,10
배우들 연기도 좋고 특히 염정아 기대이상이었음  ,10
인생영화인듯!!! 정말 코믹하면서 철학적인 영화!!!  ,10
완전 최고! 역대급ㅋㅋㅋㅋ 긴장과 웃음과 감동과 사랑과! 완전 재밌었어용  ,10
간만에 배꼽 빠지게 웃었어요.ㅋㅋ부부가 함께 보면 좋은 영화인듯..  ,8
오랜만에 다잊고 맘것 웃을수 있었네요  ,10
웃음이  뿜뿜~긴장이 뿜뿜~공포가 뿜뿜~영화관을 나설때는 나도 저 게임을 누군가와 해보고싶다라는 생각에 멤버를 생각하고 있다  ,10
배우들의 합이 최고입니다  ,10
순간순간 재밌고 순간순간 당황했고 순간 경악했고 마지막에 안도했고극장을 나오며 생각이 많아졌다한번 더 봐야할듯하다  ,8
진짜웃겨요 ㅋㅋㅋ 간만에 오래웃음  ,10
관람객정말 인생영화입니다....  ,10
말그대로 완벽한 '타인'  ,10
보이는게 다가 아니다.  ,10
진심 진심 재밌다 와 입벌리고 웃은거 처음임 진심 알바아니고 진짜 꼭 보세요 ㅠㅠㅠ 남친이랑 둘이 처음으로 소리내면서 웃었습니다 ㅠ  ,10
사무장에서 목놓아 웃었습니다ㅋㅋ추천해요  ,10
웃음의 강도는 최대...  ,8
"소재가 신선하고 유해진, 윤경호 님 부분이 재밌긴 한데 좀 막장이고 뒤로 갈수록 무리수 남발과 우려먹기가 있음  ",6
